L_check,L,log10_inv_probability,log10_pec_sample,log10_total_sample
1500,1501,0.6043780424775723,4.851489197448767,5.455867247737419
1500,1601,0.8150817959188102,4.904554531042309,5.719636335931294
1500,1701,0.9723552658515439,5.07389446044466,6.046249706894815
1500,1801,1.0760060599354417,5.354726862261314,6.430732935832346
1500,1901,1.1370603300779334,5.716378517411579,6.853438834984435
1500,2001,1.1701866512799972,6.12113572405885,7.2913223544737065
1500,2101,1.187265558220355,6.539419570203091,7.726685130126872
1500,2201,1.1958247206134345,6.953363090173455,8.149187817684341
1500,2301,1.2000503693078386,7.354017381493491,8.554067768729137
1500,2401,1.202122098405342,7.737839053373262,8.939961157471435
1500,2501,1.2031328825606504,8.104052380806644,9.3071852542898
1500,2601,1.203626307302428,8.45327532441264,9.65690161917331
1500,2701,1.2038663742287397,8.786670936798199,9.990537329433016
1500,2801,1.2039826534228908,9.105616184648865,10.309598839868647
1500,2901,1.204039536517524,9.411565534953152,10.615605088993217
1500,3001,1.206411515645246,9.70297673658138,10.909388258362158
1600,1,0.002344544903112422,1.6566988126921543e-06,0.0023462195715877893
1600,101,0.21304831198368981,0.05306698753140787,0.26611531012250156
1600,201,0.3703217813168687,0.22240692712475993,0.5927287206329761
1600,301,0.47397258913673174,0.503239351307519,0.9772119498657682
1600,401,0.5350268251133286,0.8648909819727977,1.399917808504092
1600,501,0.5681531867058993,1.2696481848583165,1.837801368551519
1600,601,0.5852320619498919,1.6879320364582655,2.2731641019657527
1600,701,0.5937912437529546,2.1018755856443967,2.695666840259743
1600,801,0.598016895236974,2.5025298441960517,3.100546719357074
1600,901,0.6000885965242864,2.886351522687702,3.486440130319921
1600,1001,0.6010993907477051,3.252564850649614,3.8536642336706626
1600,1101,0.6015928456150016,3.6017878093225426,4.203380650172805
1600,1201,0.6018328754658526,3.9351834001619435,4.537016295419288
1600,1301,0.6019491617543618,4.254128668026609,4.856077848084192
1600,1401,0.602006048320205,4.560078013407112,5.162084044318131
1600,1501,0.6020342096687863,4.854375508177116,5.45640973560863
1600,1601,0.6043918096585695,5.135535638371817,5.739927436703893
1600,1701,0.8150955778701111,5.18860097042512,6.003696545579961
1600,1801,0.9723690503966659,5.357940918509159,6.330309956442777
1600,1901,1.0760198596598984,5.638773358580778,6.714793234893276
1600,2001,1.1370740832643251,6.000424993427557,7.1374990630329975
1600,2101,1.1702004411592157,6.405182166510242,7.5753825869542775
1600,2201,1.1872793035747382,6.823466045315794,8.010745355022163
1600,2301,1.195838485585118,7.237409608904989,8.433248072921968
1600,2401,1.2000641662859772,7.638063859407753,8.838128042011801
1600,2501,1.2021358582860273,8.021885531034298,9.224021399116449
1600,2601,1.2031466228480794,8.38809884173157,9.591245478175978
1600,2701,1.2036401149247975,8.737321823712502,9.940961942944318
1600,2801,1.2038801377424866,9.070717397729451,10.274597542155485
1600,2901,1.2039964206222704,9.389662681440425,10.59365908379914
1600,3001,1.204053305520253,9.695612023725085,10.899665313646326
1700,1,0.002344544903112422,1.6566988126921543e-06,0.0023462195715877893
1700,101,0.21304831198368981,0.05306698753140787,0.26611531012250156
1700,201,0.3703217813168687,0.22240692712475993,0.5927287206329761
1700,301,0.47397258913673174,0.503239351307519,0.9772119498657682
1700,401,0.5350268251133286,0.8648909819727977,1.399917808504092
1700,501,0.5681531867058993,1.2696481848583165,1.837801368551519
1700,601,0.5852320619498919,1.6879320364582655,2.2731641019657527
1700,701,0.5937912437529546,2.1018755856443967,2.695666840259743
1700,801,0.598016895236974,2.5025298441960517,3.100546719357074
1700,901,0.6000885965242864,2.886351522687702,3.486440130319921
1700,1001,0.6010993907477051,3.252564850649614,3.8536642336706626
1700,1101,0.6015928456150016,3.6017878093225426,4.203380650172805
1700,1201,0.6018328754658526,3.9351834001619435,4.537016295419288
1700,1301,0.6019491617543618,4.254128668026609,4.856077848084192
1700,1401,0.602006048320205,4.560078013407112,5.162084044318131
1700,1501,0.6020342096687863,4.854375508177116,5.45640973560863
1700,1601,0.6020474109295707,5.138326188914308,5.740373596070985
1700,1701,0.6043979516797205,5.410430212595248,6.014828168790007
1700,1801,0.8151017080196554,5.463495543391424,6.278597255372599
1700,1901,0.9723751837490165,5.63283549008015,6.605210687300914
1700,2001,1.0760259887284227,5.913667915513358,6.989693906214643
1700,2101,1.1370802501570718,6.275319533485542,7.412399792354747
1700,2201,1.1702066180179385,6.680076718304604,7.850283358912584
1700,2301,1.1872854791654437,7.098360598124309,8.285646085027278
1700,2401,1.1958446825044544,7.5123041420953065,8.708148822496838
1700,2501,1.2000703212131443,7.912958403629287,9.11302870908561
1700,2601,1.2021419911073865,8.29678007446974,9.498922050904692
1700,2701,1.2031528216162826,8.662993389538238,9.8661462242237
1700,2801,1.203646269025262,9.012216362366875,10.215862628141274
1700,2901,1.2038862952451201,9.345611947989141,10.549498243186742
1700,3001,1.2040025797738152,9.664557235119835,10.868559790888286
1800,1,0.002344544903112422,1.6566988126921543e-06,0.0023462195715877893
1800,101,0.21304831198368981,0.05306698753140787,0.26611531012250156
1800,201,0.3703217813168687,0.22240692712475993,0.5927287206329761
1800,301,0.47397258913673174,0.503239351307519,0.9772119498657682
1800,401,0.5350268251133286,0.8648909819727977,1.399917808504092
1800,501,0.5681531867058993,1.2696481848583165,1.837801368551519
1800,601,0.5852320619498919,1.6879320364582655,2.2731641019657527
1800,701,0.5937912437529546,2.1018755856443967,2.695666840259743
1800,801,0.598016895236974,2.5025298441960517,3.100546719357074
1800,901,0.6000885965242864,2.886351522687702,3.486440130319921
1800,1001,0.6010993907477051,3.252564850649614,3.8536642336706626
1800,1101,0.6015928456150016,3.6017878093225426,4.203380650172805
1800,1201,0.6018328754658526,3.9351834001619435,4.537016295419288
1800,1301,0.6019491617543618,4.254128668026609,4.856077848084192
1800,1401,0.602006048320205,4.560078013407112,5.162084044318131
1800,1501,0.6020342096687863,4.854375508177116,5.45640973560863
1800,1601,0.6020474109295707,5.138326188914308,5.740373596070985
1800,1701,0.6020535716552662,5.4131315262282,6.015185095973074
1800,1801,0.6044018035000148,5.677240647434681,6.281642458589946
1800,1901,0.8151055552611483,5.730305995961819,6.545411563482467
1800,2001,0.9723790399109326,5.899645915417092,6.872024944394401
1800,2101,1.0760298435328093,6.180478345364969,7.256508195235362
1800,2201,1.137084065688521,6.542129968137752,7.67921404024834
1800,2301,1.1702104486721339,6.946887176838939,8.11709762270741
1800,2401,1.187289314052256,7.365171021477608,8.552460327866516
1800,2501,1.1958484921299022,7.779114575525665,8.974963072767247
1800,2601,1.2000741680869202,8.179768838203294,9.379842989207376
1800,2701,1.202145856375424,8.563590504326063,9.765736372703968
1800,2801,1.2031566442341113,8.929803828178137,10.132960488639077
1800,2901,1.2036500959888543,9.279026811486519,10.482676897850421
1800,3001,1.2038901243243958,9.612422400452337,10.816312532130066
1900,1,0.002344544903112422,1.6566988126921543e-06,0.0023462195715877893
1900,101,0.21304831198368981,0.05306698753140787,0.26611531012250156
1900,201,0.3703217813168687,0.22240692712475993,0.5927287206329761
1900,301,0.47397258913673174,0.503239351307519,0.9772119498657682
1900,401,0.5350268251133286,0.8648909819727977,1.399917808504092
1900,501,0.5681531867058993,1.2696481848583165,1.837801368551519
1900,601,0.5852320619498919,1.6879320364582655,2.2731641019657527
1900,701,0.5937912437529546,2.1018755856443967,2.695666840259743
1900,801,0.598016895236974,2.5025298441960517,3.100546719357074
1900,901,0.6000885965242864,2.886351522687702,3.486440130319921
1900,1001,0.6010993907477051,3.252564850649614,3.8536642336706626
1900,1101,0.6015928456150016,3.6017878093225426,4.203380650172805
1900,1201,0.6018328754658526,3.9351834001619435,4.537016295419288
1900,1301,0.6019491617543618,4.254128668026609,4.856077848084192
1900,1401,0.602006048320205,4.560078013407112,5.162084044318131
1900,1501,0.6020342096687863,4.854375508177116,5.45640973560863
1900,1601,0.6020474109295707,5.138326188914308,5.740373596070985
1900,1701,0.6020535716552662,5.4131315262282,6.015185095973074
1900,1801,0.602057299195601,5.67986492397058,6.281922220698195
1900,1901,0.6044028705643824,5.93694841626508,6.54135127311852
1900,2001,0.8151066544792632,5.990013733864569,6.805120395033264
1900,2101,0.9723801026387386,6.159353677800082,7.131733766000142
1900,2201,1.0760309228841687,6.440186112014275,7.516217039046261
1900,2301,1.1370851748609287,6.8018377189562855,7.938922891485707
1900,2401,1.170211502107961,7.2065949372206175,8.376806437473899
1900,2501,1.187290409740422,7.624878804524561,8.81216922873342
1900,2601,1.195849558831016,8.038822345912855,9.234671909361571
1900,2701,1.2000752452176837,8.439476596757158,9.63955186598731
1900,2801,1.2021469386566392,8.823298284707194,10.025445236678289
1900,2901,1.2031577290371918,9.189511603994251,10.392669337582428
1900,3001,1.203651182025206,9.538734553835319,10.742385740756873
2000,1,0.002344544903112422,1.6566988126921543e-06,0.0023462195715877893
2000,101,0.21304831198368981,0.05306698753140787,0.26611531012250156
2000,201,0.3703217813168687,0.22240692712475993,0.5927287206329761
2000,301,0.47397258913673174,0.503239351307519,0.9772119498657682
2000,401,0.5350268251133286,0.8648909819727977,1.399917808504092
2000,501,0.5681531867058993,1.2696481848583165,1.837801368551519
2000,601,0.5852320619498919,1.6879320364582655,2.2731641019657527
2000,701,0.5937912437529546,2.1018755856443967,2.695666840259743
2000,801,0.598016895236974,2.5025298441960517,3.100546719357074
2000,901,0.6000885965242864,2.886351522687702,3.486440130319921
2000,1001,0.6010993907477051,3.252564850649614,3.8536642336706626
2000,1101,0.6015928456150016,3.6017878093225426,4.203380650172805
2000,1201,0.6018328754658526,3.9351834001619435,4.537016295419288
2000,1301,0.6019491617543618,4.254128668026609,4.856077848084192
2000,1401,0.602006048320205,4.560078013407112,5.162084044318131
2000,1501,0.6020342096687863,4.854375508177116,5.45640973560863
2000,1601,0.6020474109295707,5.138326188914308,5.740373596070985
2000,1701,0.6020535716552662,5.4131315262282,6.015185095973074
2000,1801,0.602057299195601,5.67986492397058,6.281922220698195
2000,1901,0.6020583346291497,5.939509830322907,6.5415681680480855
2000,2001,0.6044037033969301,6.19042600688462,6.794829701296127
2000,2101,0.815107457755799,6.2434913395681155,7.058598796771508
2000,2201,0.972380952822856,6.412831303496615,7.385212263101716
2000,2301,1.0760317709478333,6.693663734255892,7.769695514843107
2000,2401,1.1370859734668164,7.055315361756301,8.192401330410618
2000,2501,1.1702123640119022,7.460072560812809,8.63028493912597
2000,2601,1.187291206606279,7.8783564104120485,9.0656476072373
2000,2701,1.1958504223528843,8.29229995947095,9.488150394550757
2000,2801,1.2000760658905347,8.692954195263296,9.893030266133486
2000,2901,1.2021477632536612,9.076775902035473,10.278923648713915
2000,3001,1.2031585555556432,9.44298922962744,10.646147795183987
2100,1,0.002344544903112422,1.6566988126921543e-06,0.0023462195715877893
2100,101,0.21304831198368981,0.05306698753140787,0.26611531012250156
2100,201,0.3703217813168687,0.22240692712475993,0.5927287206329761
2100,301,0.47397258913673174,0.503239351307519,0.9772119498657682
2100,401,0.5350268251133286,0.8648909819727977,1.399917808504092
2100,501,0.5681531867058993,1.2696481848583165,1.837801368551519
2100,601,0.5852320619498919,1.6879320364582655,2.2731641019657527
2100,701,0.5937912437529546,2.1018755856443967,2.695666840259743
2100,801,0.598016895236974,2.5025298441960517,3.100546719357074
2100,901,0.6000885965242864,2.886351522687702,3.486440130319921
2100,1001,0.6010993907477051,3.252564850649614,3.8536642336706626
2100,1101,0.6015928456150016,3.6017878093225426,4.203380650172805
